customer_address_id,customer_id,address
134,176219,Kompleks Kartini Blok H No. 21
135,1248358,"Pahlawan Avenue, Apt 386"
136,1248358,"Pahlawan Avenue, Apt 428"
137,990396,"Merdeka Avenue, Apt 384"
138,611960,Kompleks Veteran Blok B No. 50
139,820190,"Jl. Veteran No. 52, RT 1/RW 10"
140,58527,"Diponegoro Street No. H, Block 43"
141,1533261,Perumahan Kartini No. 239
142,81038,Kompleks Imam Bonjol Blok B No. 50
143,81038,"Mangga Street No. B, Block 38"
144,1089857,Kompleks Pine Blok G No. 46
145,1948917,"Jl. Veteran No. 27, RT 10/RW 10"
146,942955,Perumahan Sudirman No. 178
147,627946,Kompleks Gatot Subroto Blok F No. 1
148,627946,"Willow Avenue, Apt 55"
149,1450958,Kompleks Cedar Blok C No. 28
150,1450958,"Pahlawan Street No. H, Block 30"
151,1662671,Perumahan Pahlawan No. 166
152,1662671,"Gatot Subroto Street No. E, Block 29"
153,654182,"Pine Avenue, Apt 173"
154,54442,"Melati Avenue, Apt 94"
155,1954830,"Oak Street No. E, Block 22"
156,1954830,Kompleks Pahlawan Blok A No. 34
157,1889277,"Jl. Veteran No. 185, RT 14/RW 8"
158,376064,"Willow Avenue, Apt 230"
159,7163,"Jl. Mangga No. 57, RT 13/RW 4"
160,958210,Perumahan Oak No. 243
161,958210,Perumahan Oak No. 218
162,1312487,Kompleks Cedar Blok E No. 20
163,1312487,Kompleks Veteran Blok B No. 47
164,1596144,Kompleks Ahmad Yani Blok C No. 13
165,1249393,"Pahlawan Avenue, Apt 371"
166,681507,"Jl. Kartini No. 76, RT 8/RW 6"
167,681507,"Mangga Street No. A, Block 46"
168,1988471,Kompleks Sudirman Blok A No. 36
169,312402,"Willow Street No. B, Block 1"
170,312402,Perumahan Mangga No. 241
171,1434442,"Melati Avenue, Apt 95"
172,1434442,"Jl. Pahlawan No. 123, RT 4/RW 2"
173,357478,"Gatot Subroto Avenue, Apt 296"
174,357478,"Jl. Diponegoro No. 39, RT 19/RW 5"
175,1444967,"Ahmad Yani Street No. G, Block 39"
176,1060354,Perumahan Pine No. 231
177,1484397,Kompleks Maple Blok E No. 37
178,1484397,Perumahan Sudirman No. 313
179,1815363,"Kartini Street No. E, Block 43"
180,1152635,"Veteran Street No. C, Block 36"
181,1078633,"Merdeka Street No. G, Block 29"
182,1832206,Kompleks Sudirman Blok D No. 19
183,1832206,Kompleks Cedar Blok B No. 44
184,694250,Kompleks Kartini Blok G No. 8
185,863162,"Pahlawan Street No. C, Block 5"
186,376060,"Mangga Street No. E, Block 29"
187,184005,"Mangga Avenue, Apt 359"
188,1607262,Kompleks Willow Blok H No. 6
189,1607262,Perumahan Sudirman No. 456
190,660348,Kompleks Pahlawan Blok A No. 6
191,660348,"Merdeka Street No. E, Block 37"
192,1718674,"Willow Street No. H, Block 18"
193,1039978,Perumahan Maple No. 326
194,929296,"Jl. Willow No. 90, RT 14/RW 6"
195,929296,Kompleks Ahmad Yani Blok C No. 22
196,1727295,"Mangga Avenue, Apt 340"
197,1727295,"Sudirman Avenue, Apt 233"
198,954119,Kompleks Pahlawan Blok F No. 8
199,1955118,Perumahan Merdeka No. 337
200,1955118,Perumahan Cedar No. 212
201,526475,"Oak Street No. H, Block 41"
202,1628162,"Jl. Kartini No. 69, RT 18/RW 3"
203,1628162,Kompleks Cedar Blok H No. 8
204,799095,Perumahan Veteran No. 364
205,1376421,Kompleks Merdeka Blok G No. 6
206,1974890,"Jl. Cedar No. 31, RT 5/RW 8"
207,322697,Perumahan Pahlawan No. 213
208,322697,"Willow Avenue, Apt 125"
209,1352583,Perumahan Diponegoro No. 197
210,1352583,"Diponegoro Street No. B, Block 18"
211,1511791,Kompleks Pahlawan Blok A No. 19
212,1511791,Kompleks Willow Blok C No. 29
213,1667054,Kompleks Melati Blok G No. 30
214,1667054,Kompleks Kartini Blok D No. 37
215,669363,"Maple Street No. A, Block 21"
216,669363,"Pine Avenue, Apt 198"
217,1429614,"Sudirman Avenue, Apt 65"
218,1852682,"Jl. Cedar No. 26, RT 17/RW 8"
219,1852682,"Jl. Diponegoro No. 105, RT 5/RW 2"
220,523860,Kompleks Melati Blok G No. 42
221,523860,"Jl. Melati No. 173, RT 18/RW 7"
222,28600,"Sudirman Avenue, Apt 317"
223,28600,"Jl. Veteran No. 162, RT 10/RW 4"
224,476150,"Ahmad Yani Avenue, Apt 390"
225,1484471,"Imam Bonjol Avenue, Apt 356"
226,990102,"Jl. Sudirman No. 84, RT 2/RW 5"
227,990102,Kompleks Oak Blok G No. 10
228,1644216,Perumahan Maple No. 290
229,1705321,"Imam Bonjol Street No. B, Block 40"
230,208124,Perumahan Veteran No. 255
231,208124,Perumahan Diponegoro No. 119
232,1522603,Kompleks Cedar Blok E No. 43
233,1522603,"Jl. Cedar No. 74, RT 18/RW 3"
234,262892,"Oak Avenue, Apt 301"
235,1552807,"Pahlawan Avenue, Apt 234"
236,1552807,Kompleks Kartini Blok G No. 31
237,96936,"Pine Street No. F, Block 37"
238,248143,Kompleks Merdeka Blok G No. 18
239,248143,"Jl. Sudirman No. 156, RT 16/RW 5"
240,994736,Perumahan Oak No. 113
241,1353614,Perumahan Pahlawan No. 348
242,1270164,"Jl. Sudirman No. 80, RT 15/RW 1"
243,615245,"Gatot Subroto Street No. E, Block 21"
244,615245,"Imam Bonjol Avenue, Apt 103"
245,1103629,Perumahan Oak No. 272
246,67368,"Pahlawan Street No. H, Block 19"
247,67368,Kompleks Ahmad Yani Blok H No. 5
248,944680,"Pine Street No. F, Block 6"
249,987052,"Jl. Pahlawan No. 138, RT 4/RW 8"
250,987052,Kompleks Pahlawan Blok G No. 41
251,304872,"Jl. Veteran No. 121, RT 1/RW 10"
252,304872,Perumahan Melati No. 469
253,819128,"Jl. Cedar No. 180, RT 10/RW 7"
254,1335979,"Sudirman Street No. A, Block 20"
255,1735048,"Jl. Ahmad Yani No. 61, RT 18/RW 3"
256,1735048,"Cedar Avenue, Apt 190"
257,315812,Perumahan Diponegoro No. 454
258,315812,"Ahmad Yani Avenue, Apt 427"
259,680621,Perumahan Maple No. 481
260,680621,Kompleks Sudirman Blok F No. 14
261,1880813,"Veteran Avenue, Apt 438"
262,1880813,Kompleks Ahmad Yani Blok F No. 35
263,1830799,"Jl. Pine No. 71, RT 7/RW 2"
264,1830799,"Gatot Subroto Avenue, Apt 340"
265,134168,Perumahan Merdeka No. 26
266,1311995,"Diponegoro Street No. D, Block 5"
267,1311995,Perumahan Kartini No. 301
268,914644,"Melati Street No. C, Block 39"
269,1312304,Kompleks Diponegoro Blok C No. 35
270,368278,"Ahmad Yani Street No. A, Block 9"
271,368278,"Jl. Oak No. 61, RT 19/RW 6"
272,681353,"Pahlawan Street No. A, Block 9"
273,1119135,Perumahan Ahmad Yani No. 382
274,1119135,"Jl. Willow No. 115, RT 12/RW 9"
275,373516,"Veteran Avenue, Apt 485"
276,270935,Perumahan Mangga No. 235
277,991098,"Jl. Willow No. 103, RT 14/RW 2"
278,726818,"Gatot Subroto Avenue, Apt 461"
279,726818,"Jl. Melati No. 156, RT 5/RW 2"
280,1920573,Kompleks Melati Blok G No. 39
281,1659659,"Maple Avenue, Apt 51"
282,1659659,"Jl. Kartini No. 111, RT 15/RW 4"
283,1470240,Kompleks Cedar Blok G No. 27
284,1470240,"Jl. Melati No. 110, RT 11/RW 5"
285,693652,"Willow Street No. B, Block 6"
286,693652,"Jl. Gatot Subroto No. 111, RT 4/RW 6"
287,1581263,Perumahan Sudirman No. 301
288,759294,"Jl. Maple No. 91, RT 14/RW 1"
289,759294,Kompleks Mangga Blok F No. 7
290,1690065,"Willow Street No. D, Block 7"
291,683713,Perumahan Oak No. 59
292,683713,Kompleks Veteran Blok G No. 36
293,1694632,Perumahan Pahlawan No. 15
294,243955,Kompleks Mangga Blok F No. 23
295,1777967,"Diponegoro Street No. G, Block 5"
296,1688546,"Jl. Gatot Subroto No. 192, RT 17/RW 4"
297,1964837,"Cedar Avenue, Apt 175"
298,1964837,"Oak Street No. E, Block 47"
299,1326514,Perumahan Gatot Subroto No. 453
300,1326514,"Jl. Diponegoro No. 41, RT 20/RW 1"
301,576846,Kompleks Cedar Blok G No. 32
302,1803985,"Pahlawan Avenue, Apt 111"
303,1803985,Perumahan Ahmad Yani No. 177
304,306923,"Jl. Mangga No. 174, RT 19/RW 8"
305,306923,Perumahan Mangga No. 24
306,777384,"Sudirman Avenue, Apt 4"
307,1800818,Kompleks Kartini Blok C No. 49
308,1407336,Kompleks Melati Blok B No. 1
309,1407336,"Maple Avenue, Apt 90"
310,110192,"Veteran Avenue, Apt 257"
311,1509630,"Jl. Pine No. 190, RT 2/RW 7"
312,1509630,"Jl. Cedar No. 20, RT 11/RW 10"
313,830461,Perumahan Pine No. 364
314,830461,"Mangga Avenue, Apt 59"
315,609998,"Jl. Melati No. 44, RT 20/RW 8"
316,609998,Kompleks Gatot Subroto Blok G No. 7
317,688778,"Pine Avenue, Apt 269"
318,99486,"Mangga Avenue, Apt 382"
319,353936,"Melati Street No. C, Block 5"
320,353936,Perumahan Ahmad Yani No. 272
321,6235,Kompleks Oak Blok C No. 16
322,535663,"Pahlawan Street No. D, Block 12"
323,843953,"Jl. Imam Bonjol No. 198, RT 16/RW 8"
324,365771,Perumahan Melati No. 443
325,365771,Kompleks Diponegoro Blok H No. 5
326,1380196,"Mangga Avenue, Apt 408"
327,1380196,Kompleks Sudirman Blok F No. 33
328,208131,Kompleks Cedar Blok H No. 3
329,1615057,Kompleks Mangga Blok B No. 42
330,1815964,Perumahan Pine No. 237
331,1515174,"Kartini Avenue, Apt 165"
332,1398856,Perumahan Diponegoro No. 491
333,1398856,"Jl. Cedar No. 27, RT 11/RW 2"
334,361005,"Jl. Veteran No. 182, RT 15/RW 8"
335,1014075,Kompleks Oak Blok E No. 25
336,1379748,Kompleks Sudirman Blok F No. 5
337,1379748,Kompleks Ahmad Yani Blok G No. 19
338,1074109,Perumahan Diponegoro No. 171
339,1074109,"Jl. Diponegoro No. 90, RT 10/RW 7"
340,5624,Perumahan Gatot Subroto No. 159
341,815036,Kompleks Diponegoro Blok B No. 42
342,815036,"Oak Avenue, Apt 10"
343,806485,Kompleks Imam Bonjol Blok D No. 22
344,806485,"Kartini Avenue, Apt 116"
345,117047,"Gatot Subroto Street No. E, Block 7"
346,1635298,Kompleks Diponegoro Blok G No. 10
347,1107403,"Imam Bonjol Street No. H, Block 3"
348,889267,Kompleks Veteran Blok H No. 40
349,889267,Kompleks Cedar Blok D No. 35
350,96613,Kompleks Willow Blok D No. 24
351,820474,"Mangga Avenue, Apt 399"
352,820474,"Maple Avenue, Apt 495"
353,1714171,"Diponegoro Street No. E, Block 4"
354,962200,Kompleks Ahmad Yani Blok B No. 19
355,962200,"Jl. Imam Bonjol No. 70, RT 15/RW 9"
356,480311,"Gatot Subroto Avenue, Apt 485"
357,1354158,"Oak Avenue, Apt 477"
358,5387,"Sudirman Avenue, Apt 203"
359,1005326,"Pine Street No. B, Block 24"
360,1005326,"Merdeka Street No. F, Block 7"
361,1187827,"Diponegoro Street No. A, Block 19"
362,1187827,"Diponegoro Avenue, Apt 389"
363,787566,"Merdeka Avenue, Apt 464"
364,787566,"Jl. Merdeka No. 66, RT 7/RW 3"
365,1236640,"Jl. Mangga No. 61, RT 10/RW 2"
366,1236640,"Jl. Veteran No. 108, RT 20/RW 8"
367,1462562,"Jl. Willow No. 153, RT 18/RW 1"
368,662567,"Mangga Street No. G, Block 1"
369,1089590,"Maple Street No. C, Block 43"
370,1089590,"Jl. Oak No. 18, RT 17/RW 9"
371,528840,"Willow Avenue, Apt 23"
372,1623086,Kompleks Pahlawan Blok A No. 23
373,1623086,"Jl. Oak No. 62, RT 4/RW 10"
374,134289,"Sudirman Street No. F, Block 35"
375,134289,Kompleks Imam Bonjol Blok H No. 45
376,1191344,"Diponegoro Street No. B, Block 46"
377,1191344,"Sudirman Avenue, Apt 151"
378,1419505,"Jl. Kartini No. 11, RT 11/RW 5"
379,34992,Perumahan Willow No. 130
380,34992,"Jl. Kartini No. 74, RT 12/RW 1"
381,1980018,Kompleks Ahmad Yani Blok F No. 28
382,1980018,"Cedar Avenue, Apt 459"
383,1220825,Kompleks Imam Bonjol Blok H No. 45
384,1220825,"Oak Avenue, Apt 474"
385,892561,"Jl. Maple No. 21, RT 14/RW 10"
386,892561,"Mangga Street No. F, Block 7"
387,544229,Kompleks Mangga Blok E No. 29
388,854050,"Cedar Street No. F, Block 29"
389,854050,"Jl. Oak No. 158, RT 14/RW 5"
390,802788,"Jl. Pine No. 94, RT 17/RW 3"
391,1106488,"Cedar Street No. A, Block 9"
392,116564,"Oak Street No. F, Block 25"
393,504134,Perumahan Diponegoro No. 348
394,125069,Kompleks Oak Blok H No. 49
395,125069,"Jl. Diponegoro No. 136, RT 12/RW 7"
396,1861581,Kompleks Veteran Blok B No. 2
397,1861581,"Willow Street No. G, Block 36"
398,67493,Kompleks Pahlawan Blok H No. 14
399,303162,"Kartini Avenue, Apt 63"
400,303162,"Gatot Subroto Street No. H, Block 12"
401,1698158,"Jl. Melati No. 171, RT 12/RW 2"
402,1698158,Perumahan Mangga No. 457
403,822979,"Imam Bonjol Street No. F, Block 33"
404,822979,"Ahmad Yani Street No. D, Block 9"
405,436465,"Merdeka Avenue, Apt 185"
406,773757,"Diponegoro Avenue, Apt 314"
407,773757,"Jl. Gatot Subroto No. 80, RT 13/RW 8"
408,1248585,"Gatot Subroto Avenue, Apt 65"
409,1248585,Kompleks Gatot Subroto Blok H No. 30
410,232351,"Imam Bonjol Street No. C, Block 28"
411,232351,Perumahan Sudirman No. 426
412,753559,Perumahan Diponegoro No. 156
413,881026,"Melati Street No. D, Block 23"
414,886012,"Jl. Pahlawan No. 51, RT 18/RW 5"
415,886012,"Mangga Street No. B, Block 33"
416,877675,Perumahan Diponegoro No. 88
417,729554,Perumahan Sudirman No. 423
418,729554,"Jl. Gatot Subroto No. 12, RT 19/RW 5"
419,27714,Perumahan Maple No. 317
420,628118,"Mangga Avenue, Apt 329"
421,1942797,"Veteran Avenue, Apt 413"
422,1942797,"Mangga Avenue, Apt 233"
423,1778882,"Jl. Imam Bonjol No. 113, RT 14/RW 8"
424,1378391,"Melati Street No. C, Block 21"
425,1378391,Kompleks Oak Blok G No. 9
426,470319,Perumahan Ahmad Yani No. 164
427,470319,"Cedar Street No. B, Block 18"
428,189667,"Diponegoro Street No. B, Block 4"
429,189667,Kompleks Pine Blok G No. 16
430,961344,Kompleks Melati Blok D No. 49
431,1145338,"Cedar Avenue, Apt 256"
432,742816,"Merdeka Avenue, Apt 47"
433,742816,"Cedar Avenue, Apt 495"
434,1584033,"Oak Street No. A, Block 4"
435,993826,"Willow Avenue, Apt 147"
436,993826,Perumahan Merdeka No. 434
437,314805,"Diponegoro Avenue, Apt 452"
438,421295,Kompleks Pine Blok F No. 3
439,421295,"Sudirman Avenue, Apt 292"
440,250462,Kompleks Mangga Blok B No. 25
441,1786075,Perumahan Pahlawan No. 423
442,1786075,Perumahan Ahmad Yani No. 66
443,1882761,"Oak Avenue, Apt 407"
444,658990,Perumahan Oak No. 387
445,658990,"Kartini Street No. G, Block 33"
446,689734,"Jl. Sudirman No. 36, RT 11/RW 8"
447,567515,"Diponegoro Street No. F, Block 40"
448,567515,Kompleks Imam Bonjol Blok G No. 40
449,849003,Perumahan Melati No. 260
450,849003,Perumahan Willow No. 363
451,748997,"Merdeka Avenue, Apt 189"
452,748997,Kompleks Ahmad Yani Blok G No. 38
453,1690144,"Jl. Willow No. 68, RT 19/RW 10"
454,1690144,"Sudirman Street No. H, Block 11"
455,705043,"Veteran Street No. A, Block 37"
456,705043,"Jl. Kartini No. 5, RT 15/RW 6"
457,748482,"Maple Street No. D, Block 27"
458,748482,Perumahan Willow No. 447
459,480694,"Kartini Street No. F, Block 43"
460,473399,Perumahan Pine No. 161
461,473399,"Cedar Street No. F, Block 35"
462,824719,Kompleks Willow Blok D No. 16
463,824719,Kompleks Mangga Blok D No. 20
464,1379474,"Willow Street No. F, Block 31"
465,1379474,Kompleks Pahlawan Blok E No. 8
466,1533335,"Oak Avenue, Apt 489"
467,1533335,"Mangga Street No. A, Block 19"
468,448688,Kompleks Cedar Blok E No. 48
469,555601,"Kartini Street No. E, Block 36"
470,555601,Kompleks Diponegoro Blok B No. 40
471,235142,"Sudirman Street No. D, Block 41"
472,1343930,"Jl. Ahmad Yani No. 106, RT 11/RW 8"
473,1431973,"Merdeka Street No. C, Block 27"
474,1675123,"Kartini Avenue, Apt 388"
475,1675123,Kompleks Melati Blok E No. 42
476,1275990,"Jl. Veteran No. 137, RT 2/RW 3"
477,1472527,"Sudirman Street No. G, Block 32"
478,1472527,"Mangga Street No. A, Block 1"
479,711889,Perumahan Ahmad Yani No. 476
480,711889,Kompleks Mangga Blok H No. 42
481,304590,"Cedar Street No. E, Block 13"
482,304590,"Jl. Melati No. 42, RT 15/RW 5"
483,1035340,"Jl. Melati No. 76, RT 19/RW 4"
484,131586,Perumahan Pine No. 424
485,1554869,Perumahan Melati No. 45
486,1554869,"Ahmad Yani Avenue, Apt 95"
487,1527295,"Melati Avenue, Apt 480"
488,1856003,"Jl. Pahlawan No. 99, RT 8/RW 8"
489,622427,Kompleks Mangga Blok A No. 17
490,622427,Kompleks Veteran Blok A No. 43
491,1101994,"Mangga Avenue, Apt 82"
492,1394446,Perumahan Mangga No. 354
493,1394446,"Jl. Mangga No. 95, RT 20/RW 4"
494,772936,"Willow Street No. C, Block 30"
495,1098116,"Willow Avenue, Apt 388"
496,1098116,Perumahan Kartini No. 391
497,1348416,Perumahan Gatot Subroto No. 270
498,538819,Perumahan Oak No. 40
499,538819,Perumahan Ahmad Yani No. 32
500,485179,Perumahan Diponegoro No. 85
501,1091585,Perumahan Cedar No. 60
502,1091585,"Willow Street No. B, Block 33"
503,1497051,"Jl. Cedar No. 34, RT 17/RW 7"
504,1497051,"Sudirman Avenue, Apt 287"
505,767537,Kompleks Merdeka Blok G No. 17
506,767537,"Jl. Kartini No. 149, RT 3/RW 1"
507,557637,Kompleks Gatot Subroto Blok A No. 5
508,557637,"Sudirman Avenue, Apt 147"
509,255013,"Diponegoro Street No. G, Block 24"
510,255013,"Cedar Avenue, Apt 446"
511,164919,"Gatot Subroto Avenue, Apt 350"
512,164919,Perumahan Diponegoro No. 335
513,1005731,"Jl. Imam Bonjol No. 138, RT 13/RW 9"
514,1005731,"Veteran Street No. A, Block 49"
515,868707,Kompleks Cedar Blok G No. 35
516,1911530,"Veteran Street No. H, Block 23"
517,1911530,"Pahlawan Street No. D, Block 47"
518,388762,"Jl. Maple No. 158, RT 1/RW 4"
519,1388811,"Jl. Ahmad Yani No. 153, RT 2/RW 8"
520,796690,"Sudirman Street No. G, Block 29"
521,1727412,Perumahan Kartini No. 387
522,1432714,"Mangga Street No. D, Block 47"
523,739781,Perumahan Melati No. 122
524,739781,Kompleks Diponegoro Blok D No. 27
525,506422,Kompleks Sudirman Blok C No. 41
526,506422,"Willow Avenue, Apt 25"
527,1754290,"Melati Avenue, Apt 357"
528,1754290,"Maple Avenue, Apt 77"
529,1874928,"Imam Bonjol Avenue, Apt 387"
530,1874928,Perumahan Willow No. 124
531,796948,Kompleks Diponegoro Blok H No. 4
532,478371,"Diponegoro Avenue, Apt 199"
533,478371,"Pahlawan Street No. D, Block 22"
534,867497,"Oak Avenue, Apt 48"
535,1082616,"Jl. Pahlawan No. 97, RT 20/RW 10"
536,1054072,"Jl. Kartini No. 195, RT 19/RW 9"
537,308283,"Kartini Avenue, Apt 446"
538,1293788,Kompleks Merdeka Blok D No. 13
539,1293788,"Jl. Willow No. 63, RT 20/RW 4"
540,1719459,"Melati Street No. E, Block 25"
541,1719459,"Oak Avenue, Apt 158"
542,391864,Kompleks Willow Blok H No. 7
543,391864,"Melati Avenue, Apt 469"
544,268135,Kompleks Melati Blok G No. 3
545,1853110,"Merdeka Street No. E, Block 36"
546,291982,Kompleks Diponegoro Blok D No. 22
547,291982,"Pine Street No. D, Block 32"
548,1002606,Kompleks Willow Blok H No. 30
549,1002606,"Oak Street No. C, Block 9"
550,1059070,"Sudirman Street No. A, Block 5"
551,1059070,"Jl. Merdeka No. 106, RT 5/RW 4"
552,653484,"Merdeka Street No. D, Block 33"
553,1856323,Kompleks Sudirman Blok H No. 43
554,1856323,"Merdeka Avenue, Apt 4"
555,878133,"Jl. Merdeka No. 136, RT 9/RW 9"
556,878133,Kompleks Merdeka Blok G No. 12
557,330320,"Jl. Diponegoro No. 62, RT 7/RW 10"
558,117796,Kompleks Pahlawan Blok G No. 6
559,117796,Kompleks Pine Blok H No. 37
560,1279482,"Mangga Street No. B, Block 42"
561,849087,"Jl. Pine No. 98, RT 13/RW 9"
562,90864,"Jl. Merdeka No. 180, RT 6/RW 2"
563,90864,"Maple Avenue, Apt 331"
564,983420,Perumahan Ahmad Yani No. 459
565,983420,Perumahan Sudirman No. 118
566,147996,Perumahan Willow No. 139
567,492704,"Jl. Pahlawan No. 140, RT 19/RW 1"
568,317558,Kompleks Merdeka Blok D No. 38
569,104411,"Gatot Subroto Avenue, Apt 154"
